index,exam_year,stage,paper,document_present,official_source_found,pdf_valid,page_count_verified,text_extracted,ocr_required,questions_expected,questions_extracted,questions_missing,questions_duplicated,questions_uncertain,answer_key_available,syllabus_mapping_complete,manual_review_required,status
0,2016,Prelims,GS-I,True,True,False,True,False,unknown,100.0,,,,,unknown,False,False,UNVERIFIED
1,2016,Prelims,GS-II,True,True,False,True,False,unknown,80.0,,,,,unknown,False,False,UNVERIFIED
2,2016,Mains,Essay,True,True,False,True,False,unknown,,,,,,unknown,False,False,UNVERIFIED
3,2016,Mains,GS-I,True,True,False,True,False,unknown,,,,,,unknown,False,False,UNVERIFIED
4,2016,Mains,GS-II,True,True,False,True,False,unknown,,,,,,unknown,False,False,UNVERIFIED
5,2016,Mains,GS-III,False,True,False,False,False,unknown,,,,,,unknown,False,False,UNVERIFIED
6,2016,Mains,GS-IV,True,True,False,True,False,unknown,,,,,,unknown,False,False,UNVERIFIED
7,2017,Prelims,GS-I,False,True,False,False,False,unknown,100.0,,,,,unknown,False,False,UNVERIFIED
8,2017,Prelims,GS-II,True,True,False,False,False,unknown,80.0,,,,,unknown,False,False,UNVERIFIED
9,2017,Mains,Essay,True,True,False,True,False,unknown,,,,,,unknown,False,False,UNVERIFIED
10,2017,Mains,GS-I,True,True,False,True,False,unknown,,,,,,unknown,False,False,UNVERIFIED
11,2017,Mains,GS-II,True,True,False,True,False,unknown,,,,,,unknown,False,False,UNVERIFIED
12,2017,Mains,GS-III,False,True,False,False,False,unknown,,,,,,unknown,False,False,UNVERIFIED
13,2017,Mains,GS-IV,True,True,False,True,False,unknown,,,,,,unknown,False,False,UNVERIFIED
14,2018,Prelims,GS-I,True,True,False,True,False,unknown,100.0,,,,,unknown,False,False,UNVERIFIED
15,2018,Prelims,GS-II,True,True,False,True,False,unknown,80.0,,,,,unknown,False,False,UNVERIFIED
16,2018,Mains,Essay,True,True,False,True,False,unknown,,,,,,unknown,False,False,UNVERIFIED
17,2018,Mains,GS-I,True,True,False,True,False,unknown,,,,,,unknown,UNVERIFIED
18,2018,Mains,GS-II,True,True,False,True,False,unknown,,,,,,unknown,UNVERIFIED
19,2018,Mains,GS-III,False,True,False,False,False,unknown,,,,,,unknown,UNVERIFIED
20,2018,Mains,GS-IV,True,True,False,True,False,unknown,,,,,,unknown,UNVERIFIED
21,2019,Prelims,GS-I,False,True,False,False,False,unknown,100.0,,,,,unknown,False,False,UNVERIFIED
22,2019,Prelims,GS-II,False,True,False,False,False,unknown,80.0,,,,,unknown,False,False,UNVERIFIED
23,2019,Mains,Essay,True,True,False,True,False,unknown,,,,,,unknown,UNVERIFIED
24,2019,Mains,GS-I,True,True,False,True,False,unknown,,,,,,unknown,UNVERIFIED
25,2019,Mains,GS-II,True,True,False,True,False,unknown,,,,,,unknown,UNVERIFIED
26,2019,Mains,GS-III,False,True,False,False,False,unknown,,,,,,unknown,UNVERIFIED
27,2019,Mains,GS-IV,True,True,False,True,False,unknown,,,,,,unknown,UNVERIFIED
28,2020,Prelims,GS-I,False,True,False,False,False,unknown,100.0,,,,,unknown,UNVERIFIED
29,2020,Prelims,GS-II,False,True,False,False,False,unknown,80.0,,,,,unknown,UNVERIFIED
30,2020,Mains,Essay,True,True,False,True,False,unknown,,,,,,unknown,UNVERIFIED
31,2020,Mains,GS-I,True,True,False,True,False,unknown,,,,,,unknown,UNVERIFIED
32,2020,Mains,GS-II,True,True,False,True,False,unknown,,,,,,unknown,UNVERIFIED
33,2020,Mains,GS-III,False,True,False,False,False,unknown,,,,,,unknown,UNVERIFIED
34,2020,Mains,GS-IV,True,True,False,True,False,unknown,,,,,,unknown,UNVERIFIED
35,2021,Prelims,GS-I,False,True,False,False,False,unknown,100.0,,,,,unknown,UNVERIFIED
36,2021,Prelims,GS-II,False,True,False,False,False,unknown,80.0,,,,,unknown,UNVERIFIED
